InvoiceID,Branch,City,CustomerType,Gender,ProductLine,UnitPrice,Quantity,Tax5%,Total,Date,Time,TimeOfDay,Hour,Payment,Cogs,GrossMargin Percentage,GrossIncome,Rating,MonthName,Month,Day,Year
226-71-3580,C,Naypyitaw,Normal,Female,Sports and travel,23.75,9,10.69,224.44,31/1/2019,12:02:00 pm,Afternoon,12,Cash,213.75,4.76,10.69,9.5,January,1,31,2019
283-79-9594,B,Mandalay,Normal,Female,Food and beverages,48.51,7,16.98,356.55,25/1/2019,1:30:00 pm,Afternoon,13,Credit card,339.57,4.76,16.98,5.2,January,1,25,2019
430-60-3493,A,Yangon,Member,Female,Home and lifestyle,94.88,7,33.21,697.37,3/2/2019,2:38:00 pm,Afternoon,14,Cash,664.16,4.76,33.21,4.2,February,2,3,2019
139-20-0155,B,Mandalay,Member,Male,Electronic accessories,40.3,10,20.15,423.15,24/1/2019,5:37:00 pm,Evening,17,Credit card,403,4.76,20.15,7,January,1,24,2019
558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.75,204.7,14/3/2019,5:20:00 pm,Evening,17,Ewallet,194.95,4.76,9.75,6,March,3,14,2019
278-97-7759,A,Yangon,Member,Female,Electronic accessories,62.48,1,3.12,65.6,18/2/2019,8:29:00 pm,Evening,20,Cash,62.48,4.76,3.12,4.7,February,2,18,2019
316-68-6352,A,Yangon,Member,Female,Food and beverages,36.36,2,3.64,76.36,21/1/2019,10:00:00 am,Morning,10,Cash,72.72,4.76,3.64,7.1,January,1,21,2019
585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.06,190.16,13/3/2019,11:46:00 am,Morning,11,Ewallet,181.1,4.76,9.06,5.9,March,3,13,2019
211-05-0490,C,Naypyitaw,Member,Female,Electronic accessories,51.92,5,12.98,272.58,3/3/2019,1:42:00 pm,Afternoon,13,Cash,259.6,4.76,12.98,7.5,March,3,3,2019
727-75-6477,C,Naypyitaw,Normal,Male,Electronic accessories,28.84,4,5.77,121.13,29/3/2019,2:44:00 pm,Afternoon,14,Cash,115.36,4.76,5.77,6.4,March,3,29,2019
744-02-5987,A,Yangon,Member,Male,Home and lifestyle,78.38,6,23.51,493.79,10/1/2019,2:16:00 pm,Afternoon,14,Ewallet,470.28,4.76,23.51,5.8,January,1,10,2019
307-83-9164,A,Yangon,Member,Male,Home and lifestyle,60.01,4,12,252.04,25/1/2019,3:54:00 pm,Afternoon,15,Cash,240.04,4.76,12,4.5,January,1,25,2019
779-06-0012,C,Naypyitaw,Member,Female,Home and lifestyle,88.61,1,4.43,93.04,19/1/2019,10:21:00 am,Morning,10,Cash,88.61,4.76,4.43,7.7,January,1,19,2019
446-47-6729,C,Naypyitaw,Normal,Male,Fashion accessories,99.82,2,9.98,209.62,2/1/2019,6:09:00 pm,Evening,18,Credit card,199.64,4.76,9.98,6.7,January,1,2,2019
573-10-3877,B,Mandalay,Member,Male,Health and beauty,39.01,1,1.95,40.96,12/3/2019,4:46:00 pm,Afternoon,16,Credit card,39.01,4.76,1.95,4.7,March,3,12,2019
735-06-4124,C,Naypyitaw,Normal,Male,Food and beverages,48.61,1,2.43,51.04,25/2/2019,3:31:00 pm,Afternoon,15,Cash,48.61,4.76,2.43,4.4,February,2,25,2019
439-54-7422,A,Yangon,Normal,Female,Electronic accessories,51.19,4,10.24,215,18/3/2019,5:15:00 pm,Evening,17,Credit card,204.76,4.76,10.24,4.7,March,3,18,2019
396-90-2219,B,Mandalay,Normal,Female,Electronic accessories,14.96,8,5.98,125.66,23/2/2019,12:29:00 pm,Afternoon,12,Cash,119.68,4.76,5.98,8.6,February,2,23,2019
411-77-0180,A,Yangon,Member,Male,Electronic accessories,72.2,7,25.27,530.67,26/3/2019,8:14:00 pm,Evening,20,Ewallet,505.4,4.76,25.27,4.3,March,3,26,2019
286-01-5402,A,Yangon,Normal,Female,Sports and travel,40.23,7,14.08,295.69,30/3/2019,1:22:00 pm,Afternoon,13,Cash,281.61,4.76,14.08,9.6,March,3,30,2019
803-17-8013,A,Yangon,Member,Female,Home and lifestyle,88.79,8,35.52,745.84,17/2/2019,5:09:00 pm,Evening,17,Cash,710.32,4.76,35.52,4.1,February,2,17,2019
512-98-1403,A,Yangon,Member,Female,Electronic accessories,26.48,3,3.97,83.41,21/3/2019,10:40:00 am,Morning,10,Ewallet,79.44,4.76,3.97,4.7,March,3,21,2019
848-42-2560,A,Yangon,Normal,Female,Fashion accessories,81.91,2,8.19,172.01,5/3/2019,5:43:00 pm,Evening,17,Cash,163.82,4.76,8.19,7.8,March,3,5,2019
532-59-7201,B,Mandalay,Member,Male,Sports and travel,79.93,6,23.98,503.56,31/1/2019,2:04:00 pm,Afternoon,14,Cash,479.58,4.76,23.98,5.5,January,1,31,2019
181-94-6432,C,Naypyitaw,Member,Male,Fashion accessories,69.33,2,6.93,145.59,5/2/2019,7:05:00 pm,Evening,19,Ewallet,138.66,4.76,6.93,9.7,February,2,5,2019
870-76-1733,A,Yangon,Member,Female,Food and beverages,14.23,5,3.56,74.71,1/2/2019,10:08:00 am,Morning,10,Credit card,71.15,4.76,3.56,4.4,February,2,1,2019
423-64-4619,A,Yangon,Member,Female,Health and beauty,15.55,9,7,146.95,7/3/2019,1:12:00 pm,Afternoon,13,Cash,139.95,4.76,7,5,March,3,7,2019
227-07-4446,C,Naypyitaw,Member,Female,Electronic accessories,78.13,10,39.06,820.36,10/2/2019,8:51:00 pm,Evening,20,Cash,781.3,4.76,39.06,4.4,February,2,10,2019
174-36-3675,C,Naypyitaw,Member,Male,Food and beverages,99.37,2,9.94,208.68,14/2/2019,5:29:00 pm,Evening,17,Cash,198.74,4.76,9.94,5.2,February,2,14,2019
428-83-5800,C,Naypyitaw,Member,Female,Food and beverages,21.08,3,3.16,66.4,9/2/2019,10:25:00 am,Morning,10,Cash,63.24,4.76,3.16,7.3,February,2,9,2019
603-07-0961,C,Naypyitaw,Member,Male,Electronic accessories,74.79,5,18.7,392.65,10/1/2019,11:34:00 am,Morning,11,Cash,373.95,4.76,18.7,4.9,January,1,10,2019
704-20-4138,C,Naypyitaw,Member,Female,Health and beauty,29.67,7,10.38,218.07,11/3/2019,6:58:00 pm,Evening,18,Credit card,207.69,4.76,10.38,8.1,March,3,11,2019
787-15-1757,C,Naypyitaw,Member,Male,Health and beauty,44.07,4,8.81,185.09,18/2/2019,4:28:00 pm,Afternoon,16,Ewallet,176.28,4.76,8.81,8.4,February,2,18,2019
649-11-3678,C,Naypyitaw,Normal,Female,Food and beverages,22.93,9,10.32,216.69,26/2/2019,8:26:00 pm,Evening,20,Cash,206.37,4.76,10.32,5.5,February,2,26,2019
622-20-1945,C,Naypyitaw,Normal,Female,Health and beauty,39.42,1,1.97,41.39,18/1/2019,3:08:00 pm,Afternoon,15,Cash,39.42,4.76,1.97,8.4,January,1,18,2019
372-94-8041,A,Yangon,Normal,Male,Health and beauty,15.26,6,4.58,96.14,15/2/2019,6:03:00 pm,Evening,18,Ewallet,91.56,4.76,4.58,9.8,February,2,15,2019
563-91-7120,A,Yangon,Normal,Female,Fashion accessories,61.77,5,15.44,324.29,8/3/2019,1:21:00 pm,Afternoon,13,Cash,308.85,4.76,15.44,6.7,March,3,8,2019
746-54-5508,A,Yangon,Normal,Male,Home and lifestyle,21.52,6,6.46,135.58,17/1/2019,12:48:00 pm,Afternoon,12,Credit card,129.12,4.76,6.46,9.4,January,1,17,2019
276-54-0879,B,Mandalay,Normal,Male,Sports and travel,97.74,4,19.55,410.51,12/3/2019,7:53:00 pm,Evening,19,Ewallet,390.96,4.76,19.55,6.4,March,3,12,2019
815-11-1168,A,Yangon,Member,Male,Food and beverages,99.78,5,24.94,523.84,9/3/2019,7:09:00 pm,Evening,19,Cash,498.9,4.76,24.94,5.4,March,3,9,2019
719-76-3868,C,Naypyitaw,Member,Male,Food and beverages,94.26,4,18.85,395.89,12/3/2019,4:30:00 pm,Afternoon,16,Cash,377.04,4.76,18.85,8.6,March,3,12,2019
730-61-8757,B,Mandalay,Member,Male,Health and beauty,51.13,4,10.23,214.75,25/1/2019,10:11:00 am,Morning,10,Credit card,204.52,4.76,10.23,4,January,1,25,2019
340-66-0321,A,Yangon,Member,Male,Electronic accessories,36.36,4,7.27,152.71,25/3/2019,1:07:00 pm,Afternoon,13,Cash,145.44,4.76,7.27,7.6,March,3,25,2019
868-81-1752,B,Mandalay,Normal,Male,Home and lifestyle,22.02,9,9.91,208.09,7/2/2019,6:48:00 pm,Evening,18,Cash,198.18,4.76,9.91,6.8,February,2,7,2019
634-97-8956,A,Yangon,Normal,Male,Food and beverages,32.9,3,4.94,103.64,17/2/2019,5:27:00 pm,Evening,17,Credit card,98.7,4.76,4.94,9.1,February,2,17,2019
566-71-1091,A,Yangon,Normal,Male,Fashion accessories,77.02,5,19.26,404.36,3/2/2019,3:59:00 pm,Afternoon,15,Cash,385.1,4.76,19.26,5.5,February,2,3,2019
442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.35,49.31,14/3/2019,11:21:00 am,Morning,11,Credit card,46.96,4.76,2.35,7.9,March,3,14,2019
835-16-0096,C,Naypyitaw,Member,Male,Sports and travel,14.7,5,3.68,77.18,24/3/2019,1:48:00 pm,Afternoon,13,Ewallet,73.5,4.76,3.68,8.5,March,3,24,2019
527-09-6272,A,Yangon,Member,Female,Electronic accessories,28.45,5,7.11,149.36,21/3/2019,10:17:00 am,Morning,10,Credit card,142.25,4.76,7.11,9.1,March,3,21,2019
898-04-2717,A,Yangon,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,19/3/2019,3:49:00 pm,Afternoon,15,Ewallet,687.6,4.76,34.38,7.5,March,3,19,2019
692-27-8933,B,Mandalay,Normal,Female,Sports and travel,57.95,6,17.38,365.08,24/2/2019,1:02:00 pm,Afternoon,13,Cash,347.7,4.76,17.38,5.2,February,2,24,2019
633-09-3463,C,Naypyitaw,Normal,Female,Electronic accessories,47.65,3,7.15,150.1,28/3/2019,12:58:00 pm,Afternoon,12,Credit card,142.95,4.76,7.15,9.5,March,3,28,2019
374-17-3652,B,Mandalay,Member,Female,Food and beverages,42.82,9,19.27,404.65,5/2/2019,3:26:00 pm,Afternoon,15,Credit card,385.38,4.76,19.27,8.9,February,2,5,2019
378-07-7001,B,Mandalay,Member,Male,Electronic accessories,48.09,3,7.21,151.48,10/2/2019,6:23:00 pm,Evening,18,Credit card,144.27,4.76,7.21,7.8,February,2,10,2019
433-75-6987,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.59,411.38,5/3/2019,7:06:00 pm,Evening,19,Ewallet,391.79,4.76,19.59,8.9,March,3,5,2019
873-95-4984,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.92,565.22,15/2/2019,8:21:00 pm,Evening,20,Cash,538.3,4.76,26.92,7.7,February,2,15,2019
416-13-5917,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.26,509.41,30/1/2019,4:24:00 pm,Afternoon,16,Ewallet,485.15,4.76,24.26,9.3,January,1,30,2019
150-89-8043,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.7,140.65,14/2/2019,3:04:00 pm,Afternoon,15,Cash,133.95,4.76,6.7,6.2,February,2,14,2019
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.07,736.44,27/2/2019,4:10:00 pm,Afternoon,16,Ewallet,701.37,4.76,35.07,7.6,February,2,27,2019
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.6,75.55,4/2/2019,12:14:00 pm,Afternoon,12,Cash,71.95,4.76,3.6,7.3,February,2,4,2019
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,20/1/2019,10:13:00 am,Morning,10,Cash,714,4.76,35.7,4.7,January,1,20,2019
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.11,191.25,28/3/2019,5:38:00 pm,Evening,17,Cash,182.14,4.76,9.11,5.1,March,3,28,2019
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,27/2/2019,11:06:00 am,Morning,11,Credit card,135,4.76,6.75,4.8,February,2,27,2019
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,15/2/2019,2:53:00 pm,Afternoon,14,Credit card,993,4.76,49.65,6.6,February,2,15,2019
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.09,379.92,26/1/2019,6:22:00 pm,Evening,18,Cash,361.83,4.76,18.09,5.5,January,1,26,2019
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.16,402.27,14/3/2019,7:02:00 pm,Evening,19,Credit card,383.11,4.76,19.16,8.5,March,3,14,2019
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,12.15,255.15,2/3/2019,2:16:00 pm,Afternoon,14,Cash,243,4.76,12.15,4.8,March,3,2,2019
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.51,31.75,4/3/2019,3:44:00 pm,Afternoon,15,Cash,30.24,4.76,1.51,8.4,March,3,4,2019
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.83,374.39,7/1/2019,12:20:00 pm,Afternoon,12,Credit card,356.56,4.76,17.83,7.8,January,1,7,2019
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.78,394.28,8/3/2019,8:01:00 pm,Evening,20,Credit card,375.5,4.76,18.78,9.3,March,3,8,2019
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,9/1/2019,1:45:00 pm,Afternoon,13,Cash,954.4,4.76,47.72,5.2,January,1,9,2019
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.12,86.62,1/3/2019,3:40:00 pm,Afternoon,15,Ewallet,82.5,4.76,4.12,6.5,March,3,1,2019
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.75,78.72,16/3/2019,4:58:00 pm,Afternoon,16,Cash,74.97,4.76,3.75,5.6,March,3,16,2019
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.38,680.06,17/2/2019,11:12:00 am,Morning,11,Credit card,647.68,4.76,32.38,7.4,February,2,17,2019
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.79,793.55,27/2/2019,3:12:00 pm,Afternoon,15,Cash,755.76,4.76,37.79,9.1,February,2,27,2019
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.98,209.56,7/3/2019,8:37:00 pm,Evening,20,Ewallet,199.58,4.76,9.98,8,March,3,7,2019
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.97,461.29,21/1/2019,5:44:00 pm,Evening,17,Cash,439.32,4.76,21.97,7.2,January,1,21,2019
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.25,173.21,19/2/2019,4:23:00 pm,Afternoon,16,Cash,164.96,4.76,8.25,7.1,February,2,19,2019
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.34,343.06,6/1/2019,12:12:00 pm,Afternoon,12,Cash,326.72,4.76,16.34,9.1,January,1,6,2019
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.09,484.97,14/3/2019,7:33:00 pm,Evening,19,Cash,461.88,4.76,23.09,5.6,March,3,14,2019
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.19,276.95,24/3/2019,10:29:00 am,Morning,10,Cash,263.76,4.76,13.19,6,March,3,24,2019
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,27/1/2019,2:28:00 pm,Afternoon,14,Cash,143.6,4.76,7.18,5.4,January,1,27,2019
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.68,203.18,6/3/2019,12:46:00 pm,Afternoon,12,Credit card,193.5,4.76,9.68,7.8,March,3,6,2019
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.19,193.01,2/2/2019,7:40:00 pm,Evening,19,Cash,183.82,4.76,9.19,9.9,February,2,2,2019
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.1,128.02,25/1/2019,7:39:00 pm,Evening,19,Credit card,121.92,4.76,6.1,4.9,January,1,25,2019
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.03,441.69,14/3/2019,5:54:00 pm,Evening,17,Ewallet,420.66,4.76,21.03,5.2,March,3,14,2019
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.62,265.1,29/1/2019,12:25:00 pm,Afternoon,12,Cash,252.48,4.76,12.62,8.9,January,1,29,2019
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.77,352.22,3/1/2019,4:47:00 pm,Afternoon,16,Credit card,335.45,4.76,16.77,9.1,January,1,3,2019
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.18,507.68,14/1/2019,12:52:00 pm,Afternoon,12,Ewallet,483.5,4.76,24.18,7,January,1,14,2019
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.92,334.34,5/1/2019,7:50:00 pm,Evening,19,Credit card,318.42,4.76,15.92,9.6,January,1,5,2019
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.42,701.85,22/2/2019,6:17:00 pm,Evening,18,Ewallet,668.43,4.76,33.42,8.7,February,2,22,2019
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.4,407.32,6/2/2019,5:20:00 pm,Evening,17,Ewallet,387.92,4.76,19.4,9.4,February,2,6,2019
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,30/1/2019,1:32:00 pm,Afternoon,13,Credit card,94.6,4.76,4.73,4,January,1,30,2019
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16.47,345.79,11/1/2019,10:37:00 am,Morning,10,Credit card,329.32,4.76,16.47,7.5,January,1,11,2019
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.66,55.88,19/3/2019,2:35:00 pm,Afternoon,14,Cash,53.22,4.76,2.66,4.2,March,3,19,2019
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.92,523.37,14/1/2019,12:09:00 pm,Afternoon,12,Cash,498.45,4.76,24.92,9.9,January,1,14,2019
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.98,314.54,1/3/2019,3:32:00 pm,Afternoon,15,Ewallet,299.56,4.76,14.98,4.2,March,3,1,2019
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.24,214.94,6/1/2019,1:58:00 pm,Afternoon,13,Ewallet,204.7,4.76,10.24,9.9,January,1,6,2019
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.79,79.61,31/1/2019,1:19:00 pm,Afternoon,13,Cash,75.82,4.76,3.79,5.8,January,1,31,2019
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.03,294.65,11/3/2019,1:37:00 pm,Afternoon,13,Cash,280.62,4.76,14.03,6,March,3,11,2019
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,20/2/2019,4:49:00 pm,Afternoon,16,Credit card,323.2,4.76,16.16,10,February,2,20,2019
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.33,510.96,27/1/2019,2:55:00 pm,Afternoon,14,Ewallet,486.63,4.76,24.33,9.5,January,1,27,2019
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.38,133.92,10/3/2019,2:04:00 pm,Afternoon,14,Credit card,127.54,4.76,6.38,6.6,March,3,10,2019
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.07,253.51,15/2/2019,12:31:00 pm,Afternoon,12,Cash,241.44,4.76,12.07,8.1,February,2,15,2019
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.98,398.48,26/1/2019,2:51:00 pm,Afternoon,14,Cash,379.5,4.76,18.98,9.7,January,1,26,2019
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.84,80.66,13/2/2019,6:27:00 pm,Evening,18,Ewallet,76.82,4.76,3.84,7.2,February,2,13,2019
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,9/3/2019,12:45:00 pm,Afternoon,12,Credit card,522.6,4.76,26.13,6.2,March,3,9,2019
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.99,83.73,6/3/2019,10:36:00 am,Morning,10,Ewallet,79.74,4.76,3.99,7.3,March,3,6,2019
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.38,406.88,24/1/2019,8:36:00 pm,Evening,20,Ewallet,387.5,4.76,19.38,4.3,January,1,24,2019
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.57,284.92,13/3/2019,2:16:00 pm,Afternoon,14,Ewallet,271.35,4.76,13.57,4.6,March,3,13,2019
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.12,128.43,15/3/2019,10:26:00 am,Morning,10,Cash,122.31,4.76,6.12,5.8,March,3,15,2019
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.32,258.68,5/3/2019,1:30:00 pm,Afternoon,13,Credit card,246.36,4.76,12.32,8.3,March,3,5,2019
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.66,181.82,4/3/2019,4:28:00 pm,Afternoon,16,Cash,173.16,4.76,8.66,8,March,3,4,2019
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.83,248.41,25/3/2019,8:18:00 pm,Evening,20,Credit card,236.58,4.76,11.83,9.4,March,3,25,2019
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.24,194.12,12/3/2019,8:04:00 pm,Evening,20,Credit card,184.88,4.76,9.24,6.2,March,3,12,2019
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.7,14.68,4/2/2019,1:38:00 pm,Afternoon,13,Ewallet,13.98,4.76,0.7,9.8,February,2,4,2019
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.94,208.69,22/2/2019,10:43:00 am,Morning,10,Ewallet,198.75,4.76,9.94,9.6,February,2,22,2019
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.23,718.76,16/2/2019,5:30:00 pm,Evening,17,Ewallet,684.53,4.76,34.23,4.9,February,2,16,2019
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.45,282.49,19/1/2019,3:28:00 pm,Afternoon,15,Credit card,269.04,4.76,13.45,8,January,1,19,2019
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.45,72.4,11/1/2019,7:07:00 pm,Evening,19,Credit card,68.95,4.76,3.45,7.8,January,1,11,2019
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.74,288.58,4/1/2019,7:01:00 pm,Evening,19,Cash,274.84,4.76,13.74,4.1,January,1,4,2019
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.31,237.43,4/3/2019,7:48:00 pm,Evening,19,Ewallet,226.12,4.76,11.31,5.5,March,3,4,2019
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.96,125.06,28/1/2019,7:24:00 pm,Evening,19,Ewallet,119.1,4.76,5.96,5.4,January,1,28,2019
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.1,359.2,2/1/2019,1:00:00 pm,Afternoon,13,Cash,342.1,4.76,17.1,5.1,January,1,2,2019
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.19,45.93,25/1/2019,2:29:00 pm,Afternoon,14,Ewallet,43.74,4.76,2.19,6.9,January,1,25,2019
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.24,110.09,4/1/2019,1:21:00 pm,Afternoon,13,Cash,104.85,4.76,5.24,7.8,January,1,4,2019
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.88,81.4,10/3/2019,6:55:00 pm,Evening,18,Ewallet,77.52,4.76,3.88,6.6,March,3,10,2019
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.37,427.81,22/3/2019,7:36:00 pm,Evening,19,Ewallet,407.44,4.76,20.37,9.2,March,3,22,2019
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.81,100.92,25/1/2019,4:28:00 pm,Afternoon,16,Ewallet,96.11,4.76,4.81,7.8,January,1,25,2019
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.08,190.6,8/1/2019,1:48:00 pm,Afternoon,13,Credit card,181.52,4.76,9.08,8.7,January,1,8,2019
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.08,85.59,22/1/2019,10:57:00 am,Morning,10,Ewallet,81.51,4.76,4.08,9.2,January,1,22,2019
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.72,120.16,12/1/2019,5:13:00 pm,Evening,17,Ewallet,114.44,4.76,5.72,8.3,January,1,12,2019
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.83,185.37,4/2/2019,10:23:00 am,Morning,10,Cash,176.54,4.76,8.83,8.2,February,2,4,2019
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,28/3/2019,1:57:00 pm,Afternoon,13,Ewallet,115.8,4.76,5.79,7.5,March,3,28,2019
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.61,264.76,23/1/2019,1:29:00 pm,Afternoon,13,Cash,252.15,4.76,12.61,9.8,January,1,23,2019
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.6,1020.7,8/2/2019,1:00:00 pm,Afternoon,13,Credit card,972.1,4.76,48.6,8.7,February,2,8,2019
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.17,213.53,19/3/2019,7:42:00 pm,Evening,19,Credit card,203.36,4.76,10.17,6.7,March,3,19,2019
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.81,17.09,9/3/2019,3:36:00 pm,Afternoon,15,Cash,16.28,4.76,0.81,5,March,3,9,2019
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.27,383.76,2/1/2019,1:40:00 pm,Afternoon,13,Cash,365.49,4.76,18.27,7,January,1,2,2019
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.61,390.8,21/1/2019,6:01:00 pm,Evening,18,Cash,372.19,4.76,18.61,8.9,January,1,21,2019
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.13,65.74,20/3/2019,1:53:00 pm,Afternoon,13,Credit card,62.61,4.76,3.13,8,March,3,20,2019
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.82,353.17,27/2/2019,5:27:00 pm,Evening,17,Cash,336.35,4.76,16.82,6.9,February,2,27,2019
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.32,951.82,8/3/2019,10:53:00 am,Morning,10,Ewallet,906.5,4.76,45.32,7.3,March,3,8,2019
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.91,145.07,31/1/2019,7:48:00 pm,Evening,19,Credit card,138.16,4.76,6.91,6.9,January,1,31,2019
